@relation 'AMP_TestSet-weka.filters.unsupervised.attribute.NumericToNominal-R7,12-weka.filters.unsupervised.attribute.ClassAssigner-Clast'

@attribute FULL_Charge numeric
@attribute FULL_AcidicMolPerc numeric
@attribute FULL_AURR980107 numeric
@attribute FULL_DAYM780201 numeric
@attribute FULL_GEOR030101 numeric
@attribute FULL_OOBM850104 numeric
@attribute NT_EFC195 {0,1}
@attribute AS_MeanAmphiMoment numeric
@attribute AS_DAYM780201 numeric
@attribute AS_FUKS010112 numeric
@attribute CT_RACS820104 numeric
@attribute CLASS {0,1}

@data
6,3.125,0.928,60.531,1.1,-2.043,0,30.767,64.056,5.551,1.408,1
5.5,3.448,0.84,62.034,0.952,-5.447,1,30.864,63,6.314,1.439,1
7,0,0.897,66.231,1.015,-3.94,0,30.748,64.278,5.719,1.573,1
11,9.091,0.971,70.017,0.969,-1.754,0,31.361,65.722,5.604,1.161,1
4,0,0.914,63.206,1.08,-0.154,0,31.78,63.889,5.181,1.209,1
2,5.556,1.046,81.278,1.025,-2.697,0,31.204,81.278,5.36,1.195,1
7.5,6.383,0.867,59.957,0.965,-1.388,0,31.334,60.444,5.834,1.803,1
4.5,0,0.869,68.833,1.023,-3.583,0,31.5,68.833,6.295,1.156,1
4,0,0.912,64.795,1.092,0.651,0,31.815,66.833,4.702,1.36,1
2,8.696,0.95,78.696,0.975,-3.501,0,31.977,74,6.526,1.078,1
4,10,1.039,71.033,0.963,-4.344,0,31.94,69.944,6.997,1.396,1
3.5,0,0.922,67,0.994,-3.452,0,33.031,67,5.486,1.456,1
3,2.632,0.806,68.421,0.94,-1.244,0,31.44,65.056,4.697,1.73,1
8,8.511,0.841,71.362,0.934,-4.915,0,31.329,71.667,6.856,1.448,1
3.5,9.804,0.932,68.961,0.953,-2.911,0,31.901,81.5,5.937,1.129,1
3,0,0.888,66.917,0.997,-4.447,0,31.974,71.056,6.323,1.416,1
5,3.448,0.817,64.414,0.969,-1.456,0,31.947,62.833,5.604,1.662,1
13,4.082,0.939,72.531,1.001,-1.829,0,32.127,78.722,5.288,1.13,1
5,0,0.844,71.969,0.966,-4.369,1,32.037,72.944,6.716,1.075,1
1,0,0.796,62.529,1.022,-5.018,0,33.642,62.529,7.069,1.078,1
5,0,0.954,73.147,0.961,-3.282,0,31.284,81.889,6.153,1.38,1
6,11.364,1.07,75.614,1.026,-0.536,0,31.642,87.167,5.361,1.267,1
4,3.846,0.888,75.077,1.013,-3.448,0,31.729,77.222,6.136,1.263,1
2.5,11.364,0.967,68.614,0.968,-1.757,0,31.643,70.167,5.877,1.419,1
7,3.797,0.912,74.139,0.978,-1.246,0,31.584,88.222,6.402,1.949,1
3,4,0.91,65.64,0.978,-4.735,1,31.597,64.111,6.934,1.127,1
4,6.452,0.881,64.387,0.977,-0.746,0,31.36,65.167,5.625,1.588,1
6,0,0.922,69.968,0.984,-3.488,0,31.182,69.667,5.477,1.011,1
3,7.895,0.901,62.105,0.962,-1.714,0,31.268,55,5.274,1.56,1
3.5,4.545,0.83,58.227,0.962,-0.684,0,31.058,60.111,5.263,1.602,1
9,0,0.907,63.862,1.011,-2.531,0,31.74,65.278,5.057,1.109,1
1,0,0.916,68.231,0.985,-5.248,0,43.841,68.231,6.288,1.022,1
2,8.654,0.959,74.49,0.968,-1.021,0,31.605,71.167,5.667,2.038,1
4,0,0.904,58.842,1.003,-3.656,0,31.226,59.889,5.301,1.199,1
0,0,0.768,74.231,1.005,-4.499,0,42.963,74.231,7.337,1.107,1
2,0,0.867,63.385,1.033,-3.908,0,42.829,63.385,6.18,1.111,1
0,7.143,0.795,64.607,0.933,-3.009,0,30.435,63,4.689,1.741,1
1.5,12.727,0.991,72.909,0.988,2.017,0,30.726,84.889,5.276,1.364,1
2,8.108,1.099,81.324,1.001,-1.859,0,30.741,74.444,5.812,1.043,1
8,5.556,0.917,64.583,0.971,-4.405,0,30.634,69.167,6.798,0.991,1
0.5,13.636,1.152,80.273,0.977,-3.223,1,31.016,80.778,6.452,0.952,1
8,8.333,0.918,80.333,0.987,-3.274,0,32.595,65.778,7.13,1.086,1
7.5,10.345,1.061,72.897,0.972,-0.73,0,33.856,76.111,5.312,1.02,1
8.5,14.545,1.073,73.945,0.996,-3.19,0,34.26,70.5,6.539,1.255,1
7,4.444,0.971,72.1,0.954,-2.21,0,34.108,72.667,5.565,1.147,1
5,4.348,0.847,84.196,0.968,-1.994,0,34.51,87.444,5.936,1.443,1
3,0,0.915,61.905,1.032,-2.145,0,34.045,60.111,6.67,1.179,1
3,0,0.871,74.643,0.981,-6.6,0,43.529,74.643,7.361,1.013,1
0,10,0.93,70.45,0.973,-3.992,1,33.755,73.333,6.211,1.105,1
4,0,0.933,63.833,1.025,-4.492,0,34.298,62.444,6.522,1.164,1
8,11.765,1.005,72.147,1.015,-2.148,1,33.666,75.167,6.028,1.239,1
3.5,5.882,0.944,62.412,0.968,-5.879,0,35.385,62.412,6.586,0.968,1
7,10.204,1.056,72.122,1.028,-2.239,0,34.45,70.611,6.766,1.134,1
2,3.03,0.88,77.576,0.96,-3.628,0,33.876,86.111,6.721,1.498,1
6,8.696,0.856,71.696,0.948,-4.062,1,34.125,73.278,6.953,1.448,1
5,0,0.733,50.167,0.947,-1.692,0,34.122,50.167,4.358,2.116,1
10,0,0.999,73.185,0.996,-4.001,0,34.097,69.333,6.648,1.093,1
1.5,0,0.841,66.412,0.978,-4.584,0,35.769,66.412,7.252,0.987,1
2.5,2.439,0.924,70.073,0.973,-1.96,0,33.774,66.889,5.377,1.484,1
5.5,5.769,0.971,75.923,0.998,-1.016,0,33.946,72.5,4.891,1.331,1
7.5,7.792,0.973,73.416,1.012,-1.534,0,34.042,80.111,5.863,1.189,1
3,3.03,0.928,70.455,0.969,-3.987,1,34.314,73.222,6.968,1.49,1
6,0,0.841,68.838,0.937,-2.243,0,34.657,79.944,5.274,1.317,1
7,4.11,0.945,79.466,0.989,-2.768,0,34.783,78,5.987,1.146,1
0,20,1.113,84.2,1.025,-1.516,0,0.319,79,5.573,1.254,0
-3,20,1.082,75.9,0.984,-0.139,0,0.593,78.889,5.324,1.068,0
-1,14.286,0.994,78,0.99,-2.588,0,0.263,77.222,6.248,1.302,0
-4,18.182,0.993,71.455,0.979,-3.713,0,0.575,69.611,5.577,1.161,0
0,11.765,1.029,71.412,1.034,-1.362,0,0.339,71.412,6.334,1.189,0
-2,18.519,1.167,77.79,1.018,-1.397,0,0.286,73.611,6.224,1.076,0
-9.5,28.947,1.159,84.474,1.029,1.28,0,0.428,86.5,5.959,1.136,0
4,8.333,1.066,73.792,1.015,-1.212,0,0.241,74,6.34,1.113,0
1.5,10.39,1.005,80.779,1,-2.847,0,0.44,71.667,6.473,1.231,0
0,5,1.069,75,1.022,-2.723,0,0.388,75.556,6.676,1.03,0
-1.5,8,1.062,77.92,1.018,-1.121,0,0.446,74.778,6.132,1.185,0
3,0,0.776,89.25,0.969,-4.903,0,0.122,89.25,6.392,1.054,0
-3.5,15,1.015,82.325,1.001,-1.856,0,0.241,86.111,6.577,1.119,0
-1,8.571,1.013,72.429,1.007,-2.948,0,0.721,70.167,5.25,1.136,0
-1,13.043,1.082,80.565,1.036,-1.186,0,0.947,81.611,5.147,1.074,0
6.5,11.905,1.082,73.429,1.023,-0.654,0,0.82,69.167,5.584,1.262,0
-2,12.121,1.081,76.879,1.013,-1.602,0,0.933,78.889,6.269,1.176,0
-3,17.647,1.243,90.824,1.043,-0.048,0,0.323,90.824,5.817,1.127,0
-2,22.581,1.092,84.306,0.992,-2.558,0,0.853,86.278,6.396,1.162,0
-5,19.231,1.065,81.077,0.988,-0.904,0,0.788,80.667,5.646,1.206,0
3,7.143,0.959,74.357,1.011,-3.669,0,0.789,65.778,6.393,1.157,0
-4,21.053,1.094,77.711,1.004,-1.413,0,1.199,72.389,5.367,1.121,0
-1.5,15.152,0.998,80.364,0.993,-0.575,0,1.169,76,5.969,1.321,0
4.5,6.78,0.908,75.729,0.981,-0.792,0,1.035,80.389,5.394,1.743,0
-5.5,34.783,1.227,86.043,0.992,0.544,0,1.106,82.167,5.389,1.258,0
2,8,0.946,69.84,0.957,-2.346,0,1.497,69.222,5.879,1.088,0
2.5,3.333,0.942,71.5,0.989,-0.686,0,1.231,67.167,4.97,1.492,0
-1,12.121,1.014,78.242,0.988,-3.166,0,1.133,85.833,6.02,1.483,0
-1.5,19.608,1.054,76.569,0.974,-1.976,0,1.081,71.056,6.166,1.094,0
-1,12.5,1,79.813,0.956,-3.048,0,0.5,79.813,6.838,0.959,0
0.5,11.111,1.106,77.667,0.987,-1.704,0,0.405,77.167,5.866,1.019,0
-0.5,15.217,1.048,72.37,0.997,-2.889,0,0.628,69.667,6.267,1.107,0
6,4.348,0.866,67.913,1.001,-1.952,0,0.439,66.167,5.514,1.65,0
-4,23.684,1.109,71.474,1.016,1.49,0,0.353,67.333,5.799,1.296,0
4,9.459,1.062,77.486,1.006,-1.734,0,0.389,79.222,5.937,0.998,0
-2,15.625,1.022,83.25,0.981,-1.096,0,0.258,86.667,5.823,1.144,0
8,11.321,1.004,75.547,1.022,-1.668,0,0.372,69.611,6.146,1.264,0
-2,36.364,1.192,75.273,0.982,-1.613,0,0.078,75.273,7.096,1.046,0
5,10.87,1,67.978,0.99,-2.444,0,0.197,72.389,5.854,1.096,0
0,0,1.072,90.308,0.988,-2.601,0,0.901,90.308,5.805,1.153,0
-2,15.789,1.021,84,0.976,-1.978,0,1.053,85.944,5.827,1.154,0
0,9.091,0.868,58.091,0.954,0.531,0,1.19,58.091,5.186,1.498,0
-0.5,7.143,1.02,93.214,1.025,-1.381,0,0.94,93.214,5.283,1.342,0
-1.5,13.158,0.983,81.053,0.995,-0.956,0,0.83,81.611,5.664,1.128,0
0,9.091,0.883,80.455,1.005,-4.355,0,0.982,80.455,6.612,1.19,0
1.5,8.571,1.041,72.686,1.02,-2.843,0,0.951,71,6.207,0.9,0
-5.5,20.408,1.11,86.694,0.992,0.151,0,0.322,83.222,6.737,1.136,0
-4,16.216,1.087,82.676,0.994,-0.243,0,0.793,84.278,6.246,1.087,0
-3,13.636,1.1,82.375,1.001,-1.566,0,1.356,93.222,5.555,0.968,0
-0.5,9.302,1.134,71,1.014,-1.316,0,0.965,76.722,6.273,1.177,0
-2,36.364,1.247,80.636,1.003,-1.206,0,1.263,80.636,6.996,1.07,0
-5,21.212,1.241,77.879,1.036,-0.851,0,0.959,82.778,5.976,1.162,0
-2.5,15.217,1.08,75.522,1.02,-2.355,0,1.051,80.778,5.815,1.049,0
0,8,0.942,77.56,0.987,-2.768,0,0.919,80.222,4.849,1.196,0
1,12.598,1.091,79.441,1.022,-1.251,0,1.047,79.444,5.178,1.048,0
-3,14.063,1.056,82.609,1.021,-0.862,0,0.794,95.056,5.178,1.183,0
-1,18.182,1.034,68.909,1.022,-2.34,0,0.907,68.909,6.415,1.123,0
-1,17.391,1.01,69.783,1.013,-1.547,0,0.545,70.167,5.827,1.173,0
5.5,0,0.9,74.526,1,-2.094,0,0.246,75.056,5.078,1.176,0
-2.5,20,1.116,82.475,0.995,-1.47,0,0.365,83.444,5.897,1.22,0
4.5,10.204,0.983,76.776,1.015,-2.864,0,0.297,72.889,6.414,1.156,0
-1.5,16.667,1.135,78.667,0.958,-0.648,0,0.191,78.667,5.068,1.431,0
3,9.412,0.988,78.259,1.002,-2.923,0,0.594,83.889,5.511,1.164,0
6.5,6.154,0.938,88.6,0.994,-2.264,0,0.3,82.167,6.749,1.108,0
3,3.448,0.931,84.621,1.036,-2.659,0,0.571,89.944,5.964,1.181,0
-1.5,21.429,1.1,78.964,0.98,-1.885,0,0.412,85.778,6.436,1.134,0
-1,15.625,0.998,78.156,1.005,-2.654,0,0.516,73.833,6.868,1.078,0
2,13.793,1.057,78.586,1.031,0.107,0,0.541,70,5.919,1.472,0
3,7.5,0.911,72.55,1.001,-3.438,0,0.296,64.111,5.511,1.203,0
0,15.217,1.012,73.261,1.021,-1.552,0,0.41,70.556,5.908,1.128,0
-4.5,17.647,1.07,76.294,0.991,-1.68,0,0.433,87.667,5.849,1.17,0
-1,7.692,0.898,65.692,0.93,-1.895,0,0.06,65.692,6.376,1.04,0
-1,11.111,0.947,80.444,1.051,-2.048,0,0.116,80.444,6.332,1.253,0
0,13.953,1.015,88.14,0.977,-2.39,0,0.113,80.556,5.777,1.075,0
0,17.857,1.066,78.786,1.002,-2.524,0,0.281,77.167,6.443,1.178,0
-2,15.789,1.102,80.789,1.019,-1.446,0,0.215,79.389,6.56,1.18,0
7,4,1.052,67.56,1.134,1.429,0,0.238,66.556,6.014,1.354,0
2,4.762,1.003,80.762,0.98,-1.558,0,0.216,84.278,5.343,1.079,0
-4,17.391,1.017,94,0.992,0.213,0,0.146,91.944,6.116,1.227,0
-1,11.538,1.055,78.615,0.993,-2.493,0,0.091,75.889,6.383,1.108,0
-2,20,1.209,78.24,1.03,-1.255,0,0.244,79.278,5.853,0.897,0
4,8.333,0.963,67.042,1.044,-0.72,0,0.6,70.389,5.907,1.288,0
2,9.091,0.935,74,1.006,-2.713,0,0.573,80.111,6.154,1.147,0
0,10,1.064,73.8,1.025,-2.439,0,0.375,77.556,6.522,0.999,0
1.5,8.571,0.973,68.914,1.009,-2.187,0,0.337,64.778,6.039,1.147,0
3,0,1,75.091,0.999,-3.138,0,0.485,75.091,5.219,1.126,0
5,3.226,0.857,81.516,1.01,-3.106,0,0.134,80.778,6.451,1.262,0
-2,15,1.026,77.975,1.037,-1.363,0,0.295,70.833,5.397,1.246,0
1.5,2.381,0.879,95.762,0.993,-2.092,0,0.737,84.556,5.462,1.087,0
1,5.263,0.901,77.974,0.981,-2.774,0,0.697,64.444,5.871,1.209,0
-2,15,1.081,80.95,1.016,-3.487,0,1.197,82.722,6.991,1.087,0
1,0,0.768,73.923,0.928,-3.326,0,2.008,73.923,5.725,1.128,0
6,0,0.887,75.75,1.033,-1.671,0,1.602,75.75,5.536,1.283,0
-2.5,18.75,1.029,88.313,0.981,-1.472,0,2.205,78.944,5.585,1.245,0
0.5,13.953,0.952,85.116,0.986,-1.906,0,2.26,82.278,5.575,1.206,0
0,17.647,1.003,71.353,0.972,-2.342,0,2.654,71.353,6.882,0.965,0
2,15.217,1.044,84.761,0.994,-1.45,0,3.044,68.833,6.173,1.196,0
-2.5,17.105,1.004,93.934,0.986,-0.069,0,3.527,93.278,5.83,1.183,0
0.5,5.556,0.952,78,1,-2.043,0,3.637,78,5.062,1.319,0
-0.5,6.667,1.037,80.333,0.958,-2.856,0,3.987,80.333,5.468,0.912,0
1,7.143,0.996,74.357,1.043,-0.101,0,4.192,74.357,5.291,1.269,0
0,13.636,1.031,74.182,0.97,-2.038,0,3.84,75.722,4.986,1.192,0
5.5,5.556,0.972,74.556,1.006,-3.049,0,4.367,74.556,5.953,1.14,0
-2,20.69,1.132,79,0.99,-2.348,0,4.415,76.167,5.697,0.997,0
2,9.677,0.92,82.435,1.014,-1.859,0,4.82,74.556,6.591,1.223,0
2,6.667,1.044,86,1.031,-0.913,0,5.598,86,5.507,1.461,0
2,16.667,0.984,79.75,1.006,-2.103,0,6.864,79.75,6.158,1.362,0
-1.5,12,1.032,67.96,1.008,-1.361,0,4.814,66.167,5.806,1.145,0
-0.5,7.692,1.068,67.846,1.035,-0.984,0,4.882,64.333,5.924,1.075,0
-1.5,13.158,1.089,81.447,1.031,-1.283,0,5.048,77.222,5.766,1.301,0
1,17.647,1.082,78.988,0.988,-2.164,0,5.264,78.988,5.818,1.033,0
4.5,16.667,1.144,78.929,1.001,-1.423,0,4.841,72.778,6.723,1.135,0
4.5,10.714,1.007,68.464,1.05,-1.019,0,5.012,70.722,6.411,1.333,0
1,15.385,1.142,69.615,1.026,-3.059,0,6.388,69.615,6.655,1.074,0
2.5,6.667,0.957,67.6,0.995,-2.798,0,5.605,67.6,6.102,1.158,0
0,5.556,0.931,76.556,1.01,0.055,1,4.839,76.556,4.748,1.21,0
3,5.172,0.947,76.897,0.997,-1.875,1,5.056,74.833,5.047,1.094,0
-6.5,22.826,1.09,80.859,0.993,-1.422,0,4.916,67.556,5.987,1.092,0
0.5,14.815,1.14,73.333,1.025,-1.046,0,4.267,72.222,5.759,1.139,0
-2,10,0.957,73.2,0.962,-1.634,0,4.281,75.889,5.638,1.187,0
2.5,9.091,1.056,76.945,1.006,-1.771,0,4.186,71.778,5.156,1.157,0
1,6.667,0.993,77.767,1.027,-1.998,0,4.224,85.222,5.995,0.97,0
-3,21.429,1.076,80.857,1.009,-2.185,0,5.139,80.857,6.72,1.127,0
-2,30.769,1.284,68.077,1.07,0.168,0,5.574,68.077,6.154,1.151,0
-1.5,18.75,1.168,76.375,1.009,-0.737,0,4.708,76.375,6.245,1.134,0
-6.5,18.605,1.098,90.163,0.975,-0.04,0,3.965,82.889,5.973,1.095,0
3.5,9.091,1.038,70.955,1.063,-2.148,0,4.077,71.722,6.148,1.19,0
-3.5,8.696,1.029,81.587,1.042,0.034,0,4.275,75.5,5.927,1.192,0
-2.5,16.667,1.058,88.444,1.007,-0.896,0,4.225,88.444,6.668,1.09,0
-0.5,5,0.953,82.7,1.031,-0.657,1,4.8,81.333,6.173,1.128,0
3,14.706,1.057,66.471,1.01,-2.088,0,5.029,64,6.246,1.075,0
-0.5,16.667,1.099,85.222,1,0.122,0,4.611,85.222,5.463,1.246,0
1,6.667,1.063,88.267,1.01,-2.07,0,5.975,88.267,5.307,0.986,0
-1,18.182,1.091,87.091,1.004,-2.95,0,8.297,87.091,6.355,1.223,0
0.5,13.445,0.991,80.395,0.981,-1.74,0,5.07,68.889,5.723,1.548,0
2,11.321,0.954,81.925,0.962,-2.407,0,5.226,70.333,6.291,1.162,0
-0.5,10.714,1.121,77.393,1.029,-3.031,0,5.712,70.778,5.704,1.065,0
0,14.063,1.132,77.703,1.013,-1.4,0,5.737,66.111,5.286,1.026,0
1,7.692,0.844,87.462,0.971,-1.877,0,7.769,87.462,5.76,1.133,0
3,12.5,0.984,72.813,1,-2.991,0,5.439,72.813,5.877,1.384,0
-2,19.231,1.115,81.423,1.003,-3.51,0,4.996,78.722,5.768,1.183,0
1,7.407,0.912,71.889,0.977,-3.352,0,5.465,67.5,4.862,1.4,0
-8.5,29.032,1.212,90.774,0.999,-1.244,0,5.99,88.944,7.073,1.289,0
0,10.345,0.963,82.517,0.998,-4.179,0,6.504,81.111,6.43,1.114,0
-1,12,1.033,81.92,0.995,-1.736,0,6.832,78.889,5.856,1.336,0
0,14.894,1.095,77.383,1.007,-1.83,0,7.183,74.167,5.421,1.105,0
-0.5,9.091,0.991,83.818,1.019,-0.561,0,10.943,83.818,5.565,1.242,0
-2.5,18.75,1.248,85.938,0.988,-1.385,0,7.36,85.938,5.151,1.048,0
2,5.556,0.864,75.611,0.988,-3.074,0,6.137,75.611,5.839,1.398,0
-2.5,25,1.255,84.375,0.997,-0.071,0,6.389,79.944,5.788,0.974,0
-2.5,16.981,1.08,76.396,1.03,-0.855,0,6.326,78.833,6.671,1.28,0
-0.5,16,1.087,80.32,0.993,-0.66,0,6.145,81.167,5.651,1.218,0
1.5,8.696,1.027,75.652,1.032,-2.221,0,5.959,69.611,4.93,1.218,0
-1.5,14.894,1.109,75.681,1.006,-1.218,0,5.912,82.278,5.451,1.326,0
7,15.385,1.032,71.731,1.003,-3.486,0,5.827,73.056,6.558,1.097,0
4,0,0.806,79.458,0.979,-2.491,0,5.885,70.833,5.803,1.083,0
0,16.667,1.149,86.389,1.021,-1.391,0,5.619,95.778,5.779,1.156,0
0,9.524,0.875,87.143,0.993,-1,0,6.52,64.944,5.319,1.244,0
3.5,5.556,0.849,79.667,0.979,-0.389,0,6.372,86.167,5.856,1.21,0
0.5,7.229,1.005,80.807,1.013,-2.632,0,6.163,74.111,5.837,1.119,0
0,12.121,1,79.394,1.01,-2.805,0,6.096,65.389,6.796,1.173,0
-3,13.333,1.059,72.6,1.025,-2.362,0,6.04,72.278,6.702,1.233,0
1,9.524,0.962,70,1.07,-1.83,0,5.656,70.444,6.737,1.365,0
1.5,20,1.149,67.85,1.052,-1.068,0,5.728,69.556,6.876,1.258,0
3.5,2.632,0.947,71.895,0.976,-2.367,1,6.306,65.056,5.546,1.102,0
-4,23.077,1.138,79.692,0.977,-1.58,0,5.849,80.722,6.43,1.724,0
1,12.5,1.097,77.875,1.051,0.12,0,5.524,77.875,6.039,1.375,0
2,15.385,1.091,77.462,1.006,-1.846,0,6.903,77.462,6.072,1.123,0
-5,21.622,1.068,80.595,0.998,-2.623,0,5.024,86.444,6.061,1.185,0
0.5,15,0.994,73.1,0.985,-2.03,0,5.476,70.611,5.277,1.039,0
5,16.667,1.108,81.646,1.011,-1.931,0,5.707,81.722,5.657,1.031,0
0,3.704,0.84,81.815,1.014,-2.802,1,5.696,79.389,6.114,1.391,0
3,8.333,0.927,88.167,1.01,-2.918,0,5.807,93,5.569,1.333,0
-5.5,19.512,1.067,76.317,0.992,-1.479,0,5.948,67.889,6.098,1.234,0
3.5,6.25,0.901,91.688,0.987,-2.411,0,6.05,88.167,6.137,1.302,0
2,3.571,0.961,63.143,1.02,-2.866,0,5.602,55.944,5.494,1.26,0
1,11.111,0.966,65.333,1.022,-1.027,1,5.648,66.5,5.852,1.526,0
-3,20,1.102,84.44,0.999,-1.634,0,5.346,81.111,6.446,1.243,0
0.5,6.25,1.089,72.438,0.972,-3.913,1,6.245,72.438,6.094,1.006,0
0.5,18.182,1.08,84.591,1.001,-0.89,0,5.552,85.111,6.16,1.08,0
2,10.448,0.993,71.896,1.001,-2.128,1,5.528,64.611,5.672,1.116,0
-2,14.815,1.021,84.593,0.98,-2.199,0,5.565,80.667,6.052,1.137,0
-2,18.182,1.115,92.909,0.987,-2.796,0,9.259,92.909,5.054,1.029,0
1,0,0.865,80.733,0.994,-3.809,0,7.152,80.733,5.951,0.939,0
-2,17.647,1.081,74.765,1.009,-1.415,0,6.133,71,6.144,1.117,0
-2,20,1.134,77.36,0.978,-1.86,0,6.76,82,6.669,1.495,0
0,5.263,0.916,87.105,1.006,-3.912,0,6.642,86.556,6.216,1.138,0
-6.5,26.471,1.12,77.588,0.996,0.103,0,6.913,76.111,5.466,1.102,0
1,15.385,0.978,68.308,0.99,-3.732,0,8.764,68.308,5.748,1.174,0
-2.5,16,1.179,78.8,1.017,-1.656,0,6.474,82.056,5.723,1.01,0
-1.5,19.231,0.992,70.846,0.985,-0.84,0,6.496,73.833,5.962,1.129,0
2.5,5.882,1.029,75.059,0.992,-3.441,0,6.656,75.059,6.81,0.974,0
4.5,8.696,1.012,75.565,1.029,-2.265,0,6.271,77.667,5.998,1.157,0
0.5,8.696,0.991,74.739,1.032,-1.324,0,6.12,68.778,5.268,1.147,0
-1,18.75,1.064,71.938,0.976,-1.651,0,6.856,71.938,5.298,1.506,0
2.5,9.524,1.072,84.381,1.008,-2.652,0,6.675,86.944,6.543,1.068,0
-3,18.367,1.082,83.592,1.005,-1.542,0,6.968,82.889,5.352,0.962,0
-4,26.667,1.057,71.467,0.973,-0.863,0,8.83,71.467,5.331,1.087,0
7,12.5,1.001,78,0.993,-3.656,0,8.347,76.056,6.763,0.952,0
-0.5,17.647,1.087,72.662,1.005,-1.654,0,8.071,69.167,6.069,0.985,0
-1,33.333,1.181,82.75,0.994,-0.995,0,11.741,82.75,6.448,1.088,0
0,10.526,0.941,78.842,0.971,-1.136,0,7.736,77.833,5.136,1.423,0
4.5,5,0.972,76.5,1.011,-1.98,0,7.087,78.167,5.436,1.195,0
3.5,10,1.012,73.067,1,-2.255,0,6.89,71,7.073,1.17,0
-13,44.118,1.41,86.882,1.011,-0.419,0,6.73,82.667,6.411,0.955,0
-2,23.81,1.039,79.286,0.973,-3.372,0,6.946,83.056,6.417,0.997,0
1,10.526,0.996,80.474,0.989,-3.87,0,6.927,82.722,6.04,1.287,0
0,14.925,1.059,82.507,0.995,-2.067,0,7.095,80.611,6.224,1.052,0
3,0,0.824,60.909,0.973,-4.781,0,11.176,60.909,6.271,1.214,0
-6,16.981,1.079,79.918,1.005,-1.881,0,7.212,72.222,5.902,1.12,0
-1,16.667,0.992,85.111,1.031,-1.971,0,6.668,85.111,5.897,1.228,0
-3,21.429,1.064,102.929,0.97,-1.543,0,8.763,102.929,5.481,1.164,0
3.5,8.824,1.033,67.912,1.002,-2.131,0,7.077,55.722,6.059,1.559,0
3.5,6.667,0.963,71.2,0.986,-0.737,0,7.151,73,5.347,1.179,0
-4,18.367,1.085,74.347,1.008,-1.003,0,7.248,73.611,5.773,1.05,0
-0.5,15.789,1.055,81.789,0.991,-2.059,0,7.08,88.556,5.119,1.065,0
4,0,1.04,61.267,1.053,0.201,0,8.334,61.267,5.031,1.568,0
2,16.667,1.067,72.833,0.986,-1.099,0,6.77,72.833,6.029,1.122,0
0,18.605,1.062,84.465,1.014,-1.035,0,6.656,83.944,5.574,1.138,0
-0.5,11.111,1.017,83.125,0.981,-2.873,0,6.81,79.333,6.211,0.942,0
1,20,1.048,82.667,0.967,-2.798,0,8.142,82.667,6.394,1.006,0
0,17.647,1.136,66.412,1.021,-1.791,0,7.063,66.412,6.822,0.992,0
7.5,5.063,1.007,72.962,1.025,-1.842,0,6.853,71.056,5.645,1.195,0
-1,23.529,1.098,78.706,1.004,-2.599,0,6.827,78.706,6.566,1.262,0
-2,13.636,1.026,75.273,1.039,-0.662,0,7.146,75.167,6.251,1.087,0
-6,17.241,1.095,74.793,1.004,-2.004,0,7.445,75.444,6.422,1.344,0
-3,26.667,1.143,91.4,0.971,-1.529,0,8.724,91.4,5.482,1.129,0
0,9.16,1.033,71.924,1.029,-1.465,0,7.164,68.444,5.18,1.124,0
-6,22.222,1.074,82.278,0.987,-2.227,0,7.913,84.722,6.789,0.976,0
4,3.448,0.885,75.138,0.997,-3.087,0,8.09,81.889,5.664,1.409,0
0,17.647,1.204,89.118,1.008,-2.918,0,8.325,89.118,5.854,1.163,0
2,5.556,1.001,69.611,1.037,-2.217,0,7.404,69.611,5.832,1.136,0
-1,7.692,0.977,73.462,0.988,-2.209,0,7.553,70.722,6.166,1.04,0
2,0,1.039,78.813,1.058,-0.926,0,8.049,78.813,6.161,1.27,0
-2.5,17.647,1.063,76.088,0.997,-0.751,0,8.101,78.333,5.917,1.227,0
-0.5,14.286,1.033,73.388,1.023,-2.787,0,8.424,75.611,6.484,1.235,0
1.5,11.111,1.058,83.796,1.016,-1.864,0,8.117,87.5,5.791,1.215,0
-0.5,8,0.969,70.08,1.007,-1.986,0,8.674,66.944,6.238,1.178,0
3,7.692,0.884,79.308,1.015,-2.028,0,12.218,79.308,6.263,1.32,0
0,12.5,1.08,68.792,1.02,-2.207,0,9.938,64.833,6.923,1.098,0
-1,13.793,1.057,76.19,1.011,-1.654,0,10.081,64.389,6.831,1.358,0
-3,21.053,1.028,85.632,1.008,-1.507,0,9.793,84.5,6.306,1.245,0
-2,16.667,1.202,77.167,1.012,-2.117,0,10.174,77.167,6.606,1.036,0
0.5,9.524,1.027,75.048,0.994,-1.44,0,10.138,71.5,6.229,1.161,0
0,10.345,0.959,75.552,1.043,-0.389,0,9.849,69.167,5.137,1.368,0
-1,11.765,1.076,78.235,0.988,-0.885,0,10.397,78.235,5.294,1.109,0
-2,26.667,1.287,79.067,1.038,-2.424,0,11.973,79.067,6.121,1.106,0
-1,15.789,1.013,78.5,0.993,-2.935,0,10.241,73.778,5.387,1.011,0
2,6.742,0.951,80.483,0.996,-1.931,0,10.194,65.611,5.729,1.402,0
1.5,12.121,1.005,76.606,1.023,-0.242,1,10.814,68.333,5.238,1.397,0
-5,25,1.145,89.517,0.988,-1.105,0,10.587,89,5.219,1.12,0
2,7.143,0.944,74.536,0.99,-1.399,0,10.351,75.5,5.527,1.256,0
