"FULL_Charge","FULL_AcidicMolPerc","FULL_AURR980107","FULL_DAYM780201","FULL_GEOR030101","FULL_OOBM850104","NT_EFC195","AS_MeanAmphiMoment","AS_DAYM780201","AS_FUKS010112","CT_RACS820104","CLASS"
9,0,1.022,74.6,1.004,-4.659,0,25.909,76.667,6.66,1.005,1
4.5,0,0.981,67.963,1.016,-3.276,1,25.791,71.722,6.969,1.249,1
3,5.263,0.885,66.789,0.974,-3.153,0,25.799,65.278,5.621,0.974,1
2.5,8.163,1.013,73.847,0.989,-2.207,0,25.812,70.111,6.517,0.956,1
6,0,0.844,61.583,0.984,-7.302,0,38.462,61.583,5.475,1.28,1
6,0,0.842,67.929,0.995,-1.816,0,25.686,70.778,4.736,1.821,1
2,5.263,0.804,74.789,0.941,-4.611,1,25.676,76.222,6.428,1.211,1
3.5,3.226,0.848,68.516,0.97,-1.058,0,26.039,75.889,5.453,1.352,1
2.5,0,0.812,63.824,0.968,-4.86,0,27.473,63.824,5.585,1.566,1
0,7.692,0.834,74.154,0.969,-4.752,1,35.828,74.154,6.218,1.162,1
0.5,10.811,0.911,76.595,0.956,-2.543,0,25.947,85,6.203,1.229,1
3,0,0.979,76.182,0.954,-4.417,0,25.826,77.389,6.645,0.949,1
-0.5,4.167,0.786,68.667,0.916,-2.497,0,25.739,72.556,5.177,1.759,1
4,0,0.851,87.2,0.944,-7.213,0,30.805,87.2,5.623,1.008,1
5,6.818,0.901,74.977,0.986,-1.177,0,25.597,84.722,5.318,1.291,1
6,0,1.038,66.36,0.998,-5.32,0,25.836,66.444,6.749,0.941,1
5,5.405,0.875,68.027,0.953,-4.709,1,26.06,72.333,6.642,1.464,1
3.5,3.448,0.98,70.138,1.012,-1.984,0,26.046,73.278,5.468,0.99,1
2,12.5,0.977,71.5,1.072,0.628,0,29.141,71.5,4.731,1.441,1
2.5,9.524,0.891,67.357,0.936,-2.855,0,25.916,64.833,5.587,1.727,1
4,0,0.889,60.947,0.984,-3.152,0,26.105,62.111,4.722,1.241,1
3.5,2.5,1.042,85.75,1.012,-1.596,0,26.336,80.889,5.888,1.07,1
1,8.696,0.998,72.696,0.967,-4.263,1,26.465,79.5,6.553,1.17,1
-2,5.556,0.861,79.417,0.97,-1.643,0,26.669,89.611,5.307,1.346,1
0,0,0.951,51.8,0.967,-8.095,0,31.639,51.8,6.172,0.998,1
7.5,12.121,1.068,65.727,1.02,0.24,0,26.482,65.778,5.154,1.751,1
2,0,0.749,66.8,0.963,-5.004,0,26.626,66.667,6.593,1.066,1
-2,11.111,1.101,76.056,0.968,-4.207,0,26.657,76.056,6.249,1.177,1
3,7.143,0.928,74.25,0.956,-4.051,1,26.647,69.444,6.954,1.46,1
1,10.526,0.934,73.158,0.967,-3.216,0,26.782,74.5,6.705,1.09,1
1.5,5,0.907,71.6,0.995,-1.406,0,26.988,73.722,5.589,1.26,1
3,0,0.909,58.071,0.996,-7.37,0,34.333,58.071,5.378,1.178,1
4,3.448,0.994,71.724,0.969,-4.354,1,26.872,77.444,6.952,1.365,1
5,2.632,0.831,68.947,0.948,-3.981,1,27.183,76.944,6.528,1.457,1
0,0,0.874,61.538,1.027,-4.609,0,37.486,61.538,7.159,1.066,1
1.5,8.333,0.871,69.25,0.972,-2.003,1,40.614,69.25,5.786,1.163,1
4,0,0.89,64.13,0.99,-3.729,0,27.384,63,5.633,1.125,1
2,4.762,0.9,74.286,0.958,-5.136,1,27.427,76.389,5.711,1.027,1
4,4,0.919,63.84,1.029,-4.293,0,27.782,63.722,7.152,1.033,1
11,2.326,0.897,77.535,0.967,-4.344,0,27.804,71.278,6.227,1.033,1
2,0,0.875,76.923,0.99,-4.35,0,38.71,76.923,6.158,1.127,1
2,4,0.985,70.44,1.014,-3.14,0,28.025,74.889,6.017,1.163,1
1,0,0.812,58.692,1.019,-5.514,0,38.733,58.692,7.395,1.058,1
3.5,12.048,0.946,65.193,0.999,-0.778,0,28.09,63.667,5.978,1.45,1
3.5,4.167,0.964,75.792,0.968,-3.541,0,28.041,77.111,6.279,1.109,1
0.5,0,0.94,59.154,1.05,-4.245,0,38.782,59.154,6.96,1.022,1
11.5,5.882,0.937,71.941,0.99,-2.375,0,28.146,71.333,5.047,1.693,1
2,0,0.791,65.273,0.952,-3.319,0,28.111,68.611,4.988,1.615,1
1,7.143,1.043,77.321,0.956,-3.906,1,28.125,83.5,6.085,0.914,1
2,0,0.755,72.485,0.947,-3.213,0,28.073,80.111,5.341,2.062,1
5.5,5.128,1.056,77.949,0.982,-2.934,1,28.081,72.056,6.207,1.058,1
9,0,0.884,67.96,1.004,-3.648,1,27.905,70.389,5.778,1.174,1
4,2.632,0.887,61.974,0.974,-1.028,0,27.911,60.278,5.398,1.688,1
3.5,3.03,0.783,70.788,0.923,-2.34,0,28.035,71.444,5.223,1.892,1
6,0,0.929,74.483,0.995,-4.9,0,28.063,67.944,7.033,1.051,1
4.5,5.405,1.017,70.054,0.969,-3.725,1,28.057,69.944,6.616,1.366,1
3,0,0.889,75.286,0.954,-4.867,0,27.921,77.667,6.827,1.03,1
7,0,0.809,61.512,1.009,0.098,0,28.094,60,5.257,1.734,1
9,5.882,0.827,80.471,0.979,-4.258,0,28.223,73.778,6.508,1.197,1
2,0,0.862,70.737,0.983,-5.86,0,28.16,72.389,6.539,1.121,1
3.5,0,0.914,72.412,0.981,-5.697,0,29.76,72.412,6.571,0.946,1
2.5,5.882,0.874,73.706,0.964,-4.918,0,29.608,73.706,6.766,0.979,1
2.5,10.526,0.926,77.684,1,-0.297,0,27.872,74.556,5.278,1.512,1
6.5,0,0.932,67.455,0.977,-4.91,0,28.676,66.778,5.859,1.031,1
1,0,1.002,70.846,1.005,-4.445,0,39.574,70.846,5.509,1.13,1
4.5,3.774,0.915,76.528,0.979,-1.779,0,28.495,81.722,5.578,1.318,1
0,0,0.781,73.769,1.015,-4.149,0,38.884,73.769,7.253,1.124,1
7,2.273,0.941,73.318,0.995,-3.849,1,28.319,66.889,5.354,1.247,1
3,0,0.79,61.783,0.972,-3.755,0,28.176,59.5,5.143,1.375,1
3.5,0,0.795,68.947,0.929,-4.142,0,28.081,71.667,5.216,1.592,1
5,0,0.911,73.286,1.005,-4.475,0,28.53,73.556,7.03,1.072,1
2,3.226,0.757,66.29,0.952,-2.731,0,28.185,66.778,5.329,1.61,1
0,9.091,0.859,73.364,0.947,-2.823,1,27.93,80.722,5.198,1.832,1
1,0,0.881,65.857,0.981,-4.053,0,27.863,68.056,6.066,1.215,1
11,3.333,0.89,65.367,1.022,-4.931,0,27.741,63.167,6.738,1.346,1
-1,3.333,0.814,74,0.926,-3.504,0,27.425,76,5.349,1.149,1
2,7.692,1.028,78.462,0.963,-4.156,1,27.142,79.556,6.465,0.956,1
1,0,0.897,55.647,1.056,-4.59,0,28.418,55.647,6.759,1.086,1
3,10.345,0.935,70.828,1.02,-2.094,0,26.809,73.111,6.965,1.508,1
4,0,0.926,69.235,0.988,-4.606,0,28.087,69.235,5.697,1.516,1
4.5,8.696,0.923,66.543,0.994,-0.36,0,26.61,69.167,4.936,1.493,1
1,7.143,0.919,71.357,0.966,-5.846,0,34.123,71.357,6.38,0.946,1
6,0,0.91,58.962,1.171,1.341,0,26.754,63.389,4.838,1.54,1
2.5,4.688,0.965,77.859,0.954,-2.863,0,26.804,78.778,4.834,1.338,1
5.5,0,0.989,63.84,0.995,-5.544,0,26.926,64.056,7.018,0.888,1
3,4.444,0.997,78.822,1.001,-1.671,0,26.881,81,5.806,1.165,1
4.5,8,0.964,70.36,0.996,-2.772,1,27.008,67.333,6.414,1.272,1
5,5,0.982,71.625,1.017,-0.707,0,27.17,74.611,5.541,1.205,1
6,8.696,0.884,77.891,0.944,-4.751,1,27.22,75.944,6.268,1.545,1
5.5,0,0.965,64.846,0.99,-3.995,0,27.355,65.611,6.09,1.218,1
2,0,0.83,52.923,1.033,-3.362,0,37.729,52.923,6.413,1.127,1
2,0,0.892,66.059,1.032,-5.366,0,28.696,66.059,6.796,1.121,1
1,0,0.908,76.385,0.991,-5.616,0,37.795,76.385,6.293,0.941,1
9,2.222,0.835,65.467,0.968,-2.423,0,27.488,69.389,5.799,1.397,1
7.5,6.593,0.924,61.154,1.024,-0.337,0,27.453,57.667,5.091,1.348,1
1.5,3.39,0.886,70.169,0.934,-2.71,0,27.4,73.278,6.191,1.249,1
1,0,0.874,60.923,1.032,-5.132,0,37.721,60.923,7.585,1.008,1
2,8,0.929,82.76,0.967,-4.918,0,27.582,79.111,6.422,1.107,1
5,4.545,0.932,73.409,1.011,-5.013,0,27.706,73.944,7.366,1.046,1
4.5,0,0.983,71.259,1.027,-3.416,0,27.614,71.389,6.724,1.249,1
7.5,4.651,0.937,78.349,0.965,-3.509,0,27.673,78.278,6.308,0.967,1
4.5,5.556,1.041,62.889,0.997,-4.491,0,27.229,62.889,5.425,1.16,1
7,2.857,1.021,74.629,0.979,-4.06,0,27.552,75.389,6.424,1.059,1
2.5,3.704,0.974,71.889,0.963,-3.489,0,27.757,67.389,7.312,0.959,1
0.5,4,0.91,72.56,0.96,-3.106,1,27.857,79.278,4.708,1.543,1
2.5,0,0.875,82.545,0.947,-0.911,0,27.937,94.778,5.797,1.131,1
4.5,6.25,0.907,75.031,0.97,-2.89,0,28.23,70.722,6.03,1.058,1
2.5,0,0.818,70.27,0.92,-1.511,0,28.256,76.056,5.018,1.271,1
6.5,9.677,0.961,72.968,0.994,-0.879,0,28.105,73.611,5.799,1.224,1
5,6.977,0.955,78.767,0.958,-4.147,1,28.074,78.611,6.2,1.146,1
3,4,0.876,64.84,0.961,-4.416,1,28.045,65.944,6.781,1.116,1
5,0,0.758,42.75,0.963,-1.681,0,27.954,42.778,3.904,1.757,1
3,0,0.764,56.619,0.932,-4.981,0,27.96,56.889,6.874,1.454,1
-0.5,17.284,1.028,74.988,0.982,-1.613,0,27.94,75.5,5.124,1.596,1
4.5,6.061,0.86,71.212,0.947,-3.727,1,28.063,74.333,6.832,1.515,1
3,2.326,0.826,79.791,0.93,-3.103,0,27.558,94,6.052,1.123,1
1,0,0.828,65.118,0.999,-4.693,0,29.377,65.118,6.836,1.046,1
8,2.703,0.796,56.432,0.964,-1.819,0,27.819,50,5.53,1.484,1
4,0,0.849,70.96,0.975,-4.738,0,28.012,78.278,6.487,1.138,1
8.5,2.564,0.836,59,0.975,-3.516,0,28.011,56.833,5.22,1.588,1
2,0,0.849,71.214,0.995,-5.237,0,35.534,71.214,7.06,1.047,1
5,10,1.075,73.25,0.995,-4.42,0,28.143,69.167,6.178,0.967,1
5,5.405,0.928,65.108,0.952,-4.711,1,28.359,64.167,7.094,1.39,1
2,13.333,1.087,69.333,0.987,-5.329,0,34.235,69.333,6.065,0.981,1
-4,21.739,1.118,83.652,0.997,0.232,0,28.522,83.444,5.544,1.208,1
8,0,0.892,68.231,0.998,-4.935,1,28.939,71.944,6.487,1.193,1
3,0,0.847,74.143,0.968,-4.391,0,28.859,78.444,6.29,1.04,1
4,0,0.869,57.25,1.001,-2.467,1,28.903,55.333,4.907,1.447,1
0,15.385,0.962,81.077,0.961,-5.305,1,39.852,81.077,6.372,1.102,1
9.5,0,0.842,67.2,0.99,-1.099,0,28.911,74.556,5.449,1.555,1
4.5,8,1.015,68.78,0.983,-4.048,1,29.183,66.167,6.294,1.099,1
3,6.897,0.898,74.276,0.955,-3.359,1,29.255,76.556,6.487,1.558,1
2,0,0.868,65.625,1.004,-4.182,0,29.467,66.722,6.649,1.595,1
-1.5,18.182,1.128,74,1.062,0.151,0,47.917,74,5.353,1.138,1
2,13.725,0.977,66.784,0.992,-1.421,0,29.323,73.444,5.744,1.618,1
3.5,3.03,0.911,75.697,0.962,-3.615,1,29.427,71.722,6.578,1.431,1
11,0,0.88,67.656,1.005,-3.628,0,29.778,64.056,5.142,1.159,1
2,6.061,0.91,69.515,0.952,-3.574,1,29.583,75.889,6.547,1.413,1
2.5,6.061,0.964,78.576,0.978,-3.778,0,29.531,84.278,5.969,1.55,1
4,6.977,0.991,78.953,0.973,-4.332,1,29.612,77,6.378,1.146,1
7,10.714,1.048,72.804,1.022,-2.752,0,29.796,71.556,6.237,1.145,1
8,5.263,0.94,75.342,1.005,-2.38,0,29.738,75.056,5.989,1.217,1
4,0,0.743,66.867,0.967,-1.16,0,35.858,66.867,5.067,1.472,1
1.5,4.167,1.013,77.958,0.979,-2.528,0,29.966,79.444,5.191,1.43,1
0,0,0.797,71.154,1.025,-4.395,0,41.611,71.154,7.495,1.089,1
6.5,0,0.929,68.762,1.012,-2.202,0,30.084,69.444,5.524,1.446,1
3,3.448,0.962,70.862,0.983,-2.998,0,30.259,71.833,6.379,1.127,1
0,5,0.867,69.1,0.989,-3.215,0,30.239,69.222,7.147,1.02,1
3,0,0.889,72.15,0.964,-5.623,0,30.513,76.778,5.988,1.481,1
7,0,0.825,61.387,1.004,-1.622,0,30.691,59.111,4.716,1.641,1
4,0,0.753,47,0.944,-2.322,0,30.726,47,4.552,1.646,1
-2,5.882,0.885,75.794,0.951,-2.583,0,30.809,66.722,6.002,1.19,1
3,0,0.938,69.429,0.998,-6.125,0,39.505,69.429,7.881,0.914,1
4.5,0,0.842,67.368,0.986,-5.419,0,30.706,65.778,6.342,1.173,1
15,0,0.829,63.5,1.007,-6.319,0,30.613,61.722,6.994,1.238,1
3,0,0.914,74.381,0.953,-4.431,0,30.655,76.611,6.999,0.936,1
2,5.556,0.876,81.444,0.98,-1.016,0,30.363,81.444,5.553,1.573,1
4,5,0.896,68.525,0.932,-2.821,0,30.472,72.167,4.598,1.577,1
6,3.125,0.844,72.844,0.955,-4.325,0,30.629,72.333,6.654,1.103,1
6.5,10.667,0.972,77.427,1.005,-2.365,0,30.57,70.389,5.672,1.116,1
0,15.152,1.022,77.121,1.004,-1.159,0,30.488,77.833,5.387,1.144,1
8,4.878,0.938,74.61,0.991,-3.447,0,30.686,74.278,6.304,1.273,1
3,0,0.841,62.143,0.964,-7.105,0,39.001,62.143,7.003,0.958,1
4,3.704,0.874,72.185,0.982,-4.499,0,30.308,65.222,6.147,1.004,1
4,0,0.945,74.864,0.96,-4.457,0,30.12,75.778,7.188,0.886,1
1,0,0.808,62,1.024,-4.305,0,41.476,62,6.967,1.168,1
6,5.714,0.962,74.086,0.981,-4.008,0,30.229,78.222,5.959,1.023,1
8.5,2.778,0.83,57.833,0.981,-2.227,0,30.03,58.889,5.115,1.561,1
8,12.821,0.976,67.692,0.967,-2.16,0,29.869,77.667,5.284,1.516,1
4,6.061,0.96,79.515,0.953,-4.239,1,30.108,87.389,6.353,1.503,1
6,0,0.825,61.211,0.965,-1.031,0,29.906,63.278,3.999,1.736,1
0,0,0.975,70.154,1.03,-4.358,0,41.357,70.154,6.515,1.034,1
4,0,0.893,59.792,1.012,-5.029,0,30.179,63.444,6.673,1.44,1
-0.5,2.857,0.857,69.886,1.016,-2.484,0,30.345,81.278,5.578,1.265,1
2,5.263,0.818,70.263,0.943,-4.684,1,30.353,71.444,6.585,1.073,1
3,5.263,0.952,64.895,1.007,-5.086,0,30.435,62.833,4.882,1.337,1
1,0,0.792,57.667,0.978,-6.162,0,45.639,57.667,7.627,1.071,1
0,0,0.792,59.333,0.978,-3.542,0,36.28,59.333,7.569,1.058,1
2.5,9.211,0.967,80.224,0.991,-0.713,0,30.688,87.389,5.254,1.205,1
2,5.263,0.817,57.526,0.97,-4.065,1,30.523,58,7.385,1.081,1
4,0,0.761,62.833,0.994,-3.073,0,45.619,62.833,5.529,1.738,1
3,3.226,0.838,74.903,0.959,-3.508,1,30.461,88.111,6.039,1.598,1
1,6.25,0.838,74.25,0.97,-0.424,0,33.932,74.25,5.485,1.478,1
9.5,0,0.968,62.7,1.01,-4.07,0,30.24,65.778,6.496,0.948,1
-0.5,6.667,0.925,72.267,0.946,-3.288,0,30.132,79.889,4.904,1.375,1
8.5,0,0.832,69.97,0.964,-3.883,0,30.23,77.778,6.291,1.227,1
2,0,0.819,66.769,0.955,-3.872,1,30.082,61.278,6.707,1.16,1
5,13.514,1.036,70.405,1.002,-3.304,0,30.05,62.333,6.437,1.22,1
6,8.571,0.995,74,0.983,-3.951,0,30.112,76.167,6.129,0.96,1
16,0,0.913,64.047,1.03,-2.451,0,30.167,62.333,6.787,1.254,1
5,8.696,0.858,73.957,0.939,-4.021,1,29.955,74.667,6.474,1.466,1
5,2.5,0.864,68.725,0.947,-1.529,0,29.822,70.056,5.581,1.67,1
4,0,0.835,65,0.977,-7.301,0,41.089,65,7.753,0.954,1
1.5,5.263,0.898,58.868,0.99,-2.959,0,29.739,66.667,5.533,1.481,1
2,5.556,1.126,75.167,1.001,-4.528,0,29.565,75.167,6.589,0.928,1
0.5,0,0.998,81.85,0.998,-3.205,0,29.732,86.444,6.191,1.119,1
2,0,0.818,59.917,1.041,-3.998,0,44.534,59.917,6.743,1.162,1
5,0,0.922,79.88,0.966,-4.126,1,29.788,79.667,6.036,1.024,1
0,4.762,0.858,70.19,0.933,-4.008,0,29.499,71.611,5.276,1.796,1
3,0,0.734,56.619,0.938,-4.469,1,29.483,60,7.171,1.474,1
4.5,12.5,0.932,80.344,0.984,-0.902,0,29.537,82.556,5.039,1.264,1
14,8,0.966,76.48,1.009,-0.724,0,29.387,84.722,5.484,1.453,1
2,13.636,0.951,74.909,1.009,-2.609,0,29.394,73.611,5.466,1.202,1
1,0,0.808,62,1.024,-4.305,0,40.168,62,6.967,1.168,1
3,0,0.913,73.167,1.001,-3.794,0,29.232,79.167,6.041,1.475,1
2.5,3.279,0.993,78.148,0.976,-4.19,0,29.409,82.667,6.417,0.931,1
3,6.667,0.797,62.2,0.945,-2.672,0,29.23,61.389,5.726,1.685,1
4,0,0.961,47.611,1.085,-4.32,0,28.993,47.611,3.864,1.383,1
3,2.273,0.836,78.955,0.924,-2.812,0,29.023,85.556,5.715,1.08,1
11,1.429,0.899,75.014,0.992,-1.925,0,29.393,75.333,6.131,1.276,1
7,0,0.814,72.6,0.94,-5.234,0,29.01,72.611,6.576,1.596,1
10,2.632,0.978,73.579,0.981,-2.517,0,28.716,79.556,6.608,1.255,1
8.5,0,0.935,63.964,1.023,-2.126,0,28.749,67.389,6.474,1.2,1
0.5,13.889,1.059,76.639,1.048,0.742,0,29.047,76.278,5.632,1.322,1
4,14,0.948,64.28,0.993,-0.411,0,28.726,64.5,4.499,1.463,1
6,2.128,0.822,65.957,0.989,-1.679,0,28.673,66.944,4.306,1.642,1
8.5,1.961,0.995,70.157,0.978,-5.455,0,28.711,71.5,5.806,0.998,1
1.5,3.636,0.985,71.073,0.987,-1.726,0,28.339,71.389,4.874,1.434,1
4,0,0.845,66.917,0.986,-5.087,0,28.417,69.444,5.659,1.464,1
4,4,0.894,67.08,0.99,-4.436,0,28.461,65.222,6.147,0.986,1
2,8,0.99,68.44,0.989,-4.07,1,28.675,67.056,6.999,1.127,1
6,5.263,0.947,60.789,1.166,2.833,0,28.504,60.556,5.31,1.676,1
7,9.804,0.886,64.843,0.936,-1.748,0,28.638,61.333,5.041,1.536,1
3,0,0.903,65.458,1.004,-4.998,0,29.044,71,6.158,1.477,1
8.5,5.128,0.947,80.795,0.96,-2.826,0,28.735,72.944,6.274,1.235,1
3,5.882,0.954,75.559,0.97,-3.764,1,28.638,86.944,6.149,1.49,1
3,4.348,0.923,66.217,0.964,-2.292,1,28.695,65.444,5.809,1.204,1
4,0,0.82,55.778,1.024,-2.376,1,28.796,55.778,5.158,1.573,1
0.5,0,0.894,70.182,1.027,0.482,0,47.088,70.182,5.293,1.327,1
3.5,2.941,1.058,76.118,0.976,-4.13,0,28.829,67.111,6.123,1.151,1
7,2.941,0.842,60.441,0.968,-2.823,0,28.467,56.111,4.951,1.581,1
6.5,2.703,0.853,58.568,0.973,0.302,0,28.532,55.556,4.873,1.713,1
1,8,1.006,77.56,0.967,-4.209,1,28.655,82.667,5.918,0.9,1
6.5,4.545,0.952,71.545,0.965,-5.449,0,28.611,64.278,5.136,1.054,1
1.5,5.882,0.855,78.529,0.95,-4.641,1,29.873,78.529,6.136,1.13,1
4,0,0.856,53.571,0.892,1.156,0,28.241,54.667,4.523,1.1,1
2,6.25,1.028,79.906,0.969,-3.107,1,28.323,80.222,6.221,1.175,1
3.5,5,0.859,70.95,0.936,-1.554,0,28.266,68.056,4.997,1.59,1
12.5,0,0.794,66.75,0.946,-0.015,0,28.261,62.222,5.626,1.227,1
0,7.143,1.005,79.071,0.962,-3.759,1,35.884,79.071,6.508,0.966,1
4,7.576,0.863,67.045,0.946,-1.98,0,28.069,73.333,5.069,1.372,1
12,7.477,0.904,65.355,0.985,-1.706,0,28.197,61.333,4.857,1.332,1
2,0,0.831,59.308,1.03,-6.198,0,38.958,59.308,7.092,1.046,1
3,0,0.889,69,0.968,-5.868,0,38.952,69,4.782,1.413,1
2,3.333,0.762,69.433,0.933,-3.055,0,28.178,71.111,5.098,1.609,1
4.5,4.348,0.867,60.043,0.95,-4.358,0,28.391,53.611,7.393,1.007,1
4.5,2.5,0.908,67.1,0.944,-1.302,0,28.487,63.667,4.682,1.672,1
6,6.383,0.838,71.234,0.962,-2.255,0,28.5,70.333,5.489,1.559,1
7,8.824,0.961,81.824,0.971,-2.359,0,28.407,89.5,6.106,1.065,1
2,6.061,0.873,78.394,0.944,-3.91,1,28.622,78.111,5.575,1.567,1
7,2.703,0.877,59.189,0.97,-0.783,0,28.367,56.556,5.075,1.66,1
5,3.333,0.954,69.767,0.958,-5.009,0,28.291,65.667,6.499,0.977,1
0.5,3.448,1.053,76.672,0.98,-3.51,0,28.365,78.722,6.561,0.942,1
10,5.882,0.954,74.279,1.006,-2.402,0,28.471,83.778,5.777,0.974,1
3,11.111,0.921,73.333,0.96,-3.16,0,28.296,68.111,5.551,1.301,1
7.5,10.938,0.964,74.523,0.967,-2.091,0,28.334,89.056,5.449,1.37,1
3,0,0.932,68.476,0.99,-4.42,0,28.337,71.222,6.315,1.487,1
2.5,8.333,0.847,64.611,0.939,-1.724,0,28.34,62.5,5.256,1.632,1
-2,14.815,1.047,70.469,0.999,-1.918,0,28.472,67.111,5.934,1.466,1
4,0,0.971,59.148,1.041,-3.197,0,28.221,59.5,7.707,1.204,1
2,3.846,0.906,71.692,0.963,-3.487,1,28.102,77.333,4.821,1.543,1
4,3.571,0.945,76.036,0.976,-4.348,0,27.862,73.778,6.999,1.021,1
2,0,0.846,76.167,0.982,-4.814,1,27.469,76.167,6.261,1.07,1
1,5.263,0.838,84.211,0.953,-3.288,0,27.545,70.667,5.033,1.653,1
4,0,0.812,65.75,0.962,-5.308,1,27.799,69.778,6.136,1.54,1
5,0,0.897,67.478,0.988,-3.828,0,28.283,66.333,5.257,1.185,1
1.5,0,0.8,71.773,0.956,-3.017,0,28.385,74.778,5.301,1.591,1
2,3.125,0.885,68.063,0.966,-4.081,0,28.338,70,5.703,1.592,1
6,0,0.859,69.214,1.028,-4.359,0,36.495,69.214,6.534,1.143,1
7.5,0,0.821,62.405,0.98,-1.127,0,28.472,58,4.625,1.613,1
2,0,0.799,54.625,1.001,-5.103,0,32.025,54.625,7.404,1.017,1
4,0,1.014,75.429,0.982,-5.026,0,28.521,76.833,7.199,1.015,1
2,0,0.886,72.9,0.936,-4.362,0,28.717,77.278,6.248,1.268,1
9,7.143,0.895,58.452,0.962,-3.004,0,28.778,61.444,4.844,1.513,1
4,3.03,0.797,62.667,0.97,-2.275,0,28.612,63.944,5.051,1.708,1
6,0,0.741,46.444,0.96,-1.492,1,28.602,46.444,4.861,1.957,1
4,6.977,0.947,68.86,0.964,-2.029,0,28.664,76.389,6.266,1.911,1
8,5.882,0.864,58.088,0.998,-1.311,0,28.479,57.778,4.796,1.762,1
4,2.326,0.832,76.93,0.92,-3.068,0,28.464,88.833,6.024,1.044,1
7.5,0,0.835,69.258,0.959,-4.87,0,28.942,69.833,6.313,1.548,1
3,3.448,0.909,66.034,0.991,-0.67,0,28.789,64.389,5.184,1.439,1
7.5,4.348,0.856,61.761,0.947,-2.564,0,28.678,62.5,4.833,1.894,1
3,7.143,0.941,71.679,0.965,-3.35,1,28.715,71.389,6.801,1.585,1
10,0,0.913,60.512,1.18,1.115,0,28.505,63.889,4.848,1.493,1
1,0,0.873,59.917,1.031,-3.861,0,42.939,59.917,7.038,1.11,1
13,9.259,0.971,67.602,0.978,-2.881,0,28.626,66.833,6.943,1.37,1
1.5,4.762,0.912,72.762,0.996,-3.252,1,28.754,74.556,5.913,1.054,1
5,8.696,0.878,72.739,0.94,-4.175,1,28.806,75.889,6.389,1.433,1
2.5,4.348,0.927,73.522,0.956,-3.746,0,28.62,71.889,6.478,1.015,1
2,0,0.921,71.118,0.97,-4.564,0,30.548,71.118,7.416,0.922,1
3.5,0,0.854,64.682,0.979,-3.403,0,29.113,65.167,5.49,1.069,1
6,7.547,0.92,64.962,0.974,-3.16,0,29.119,59.667,5.261,1.073,1
10,2.632,0.855,58.289,0.972,-1.436,0,29.02,63.5,4.76,1.543,1
2,0,0.844,61.267,0.97,-5.159,0,34.768,61.267,6.925,0.936,1
6,0,0.948,70.731,0.968,-5.445,0,29.192,67.5,6.204,0.958,1
2,5.882,0.886,76.706,0.966,-4.104,1,30.497,76.706,6.718,1.056,1
8,10.769,1.024,72.354,0.984,-0.977,0,28.923,67.556,5.933,1.739,1
3,4.762,0.865,59.905,0.977,-3.759,0,28.9,61.833,7.019,1.026,1
11,8.108,0.989,75.851,1,-1.367,0,28.895,73.111,4.626,1.346,1
3,0,0.897,65.958,1.007,-4.155,0,29.015,74.778,5.899,1.522,1
3,0,0.815,59.792,1.022,-4.558,0,29.239,62.5,6.816,1.424,1
3.5,4.348,0.912,72.609,0.965,-4.431,0,29.538,70.833,6.221,0.951,1
2,9.091,0.921,69.848,0.955,-3.614,0,29.63,68.111,6.896,1.452,1
5,0,0.877,45.273,1.004,-9.408,0,47.796,45.273,8.176,0.893,1
2,5.785,0.93,83.62,0.98,-1.242,0,29.451,87.111,5.202,1.221,1
2.5,6.667,1.147,77.333,0.988,-2.047,0,35.193,77.333,5.718,1.017,1
6,3.636,0.846,71.691,0.958,-1.552,0,29.405,73.389,5.177,1.311,1
2,0,0.879,53,1.005,-5.026,0,37.793,53,5.743,1.435,1
6.5,8.163,0.916,70.286,0.967,-1.773,0,29.519,84.111,4.928,1.684,1
2.5,0,0.812,51.615,0.994,-0.463,0,40.883,51.615,5.615,1.373,1
9,2.778,1.017,58.472,1.132,-0.112,0,29.652,55.389,5.885,1.427,1
5.5,2.381,0.906,68.667,0.947,-2.531,0,29.354,82.389,5.275,1.191,1
4,0,0.908,61.25,1.004,-5.242,0,29.42,65.389,6.743,1.407,1
4.5,2.703,0.956,69.946,0.964,-4.155,1,29.615,68.056,6.428,1.445,1
5,0,0.896,79.316,0.968,-3.277,0,29.755,72.056,5.579,1.608,1
5,0,0.764,76.667,0.929,-5.25,0,29.721,80.444,6.262,1.817,1
2,7.143,1.117,68.214,0.998,-1.429,1,37.952,68.214,6.268,0.983,1
1,0,0.864,60.882,1.036,-4.651,0,31.011,60.882,6.64,1.121,1
3,4,0.991,71.72,0.987,-4.683,1,29.371,74.167,6.858,1.098,1
1,3.571,0.84,60.107,0.979,-0.889,0,29.201,59.333,4.478,1.926,1
1,4.762,0.9,58.929,0.962,-0.552,0,29.086,66.111,5.188,1.66,1
1.5,0,0.942,58.059,1.068,-3.764,0,30.592,58.059,6.609,1.081,1
5,0,0.807,69,0.943,-7.285,0,34.55,69,6.537,1.011,1
10,0,0.771,65.575,0.962,-3.118,0,28.834,67.778,4.739,1.54,1
1,0,0.897,58.385,1.044,-5.337,0,40.108,58.385,7.38,1.004,1
8,0,0.8,60.212,0.953,-1.133,0,29.11,55,4.727,1.725,1
